no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,3,1,0,1,12,8,2,0,0,0,65.0,0,0
1,0,2,1,1,0,1,21,9,1,0,0,0,95.0,0,0
2,0,0,2,0,0,1,74,6,1,0,0,0,116.1,1,0
3,0,0,4,1,0,1,175,8,1,0,0,0,123.68,0,1
1,0,0,1,1,0,1,6,5,2,0,0,0,129.0,0,0
2,0,2,3,1,0,1,110,5,1,0,0,0,109.25,1,0
2,0,1,1,1,0,1,0,11,4,0,0,0,4.5,0,0
2,0,2,3,1,0,4,11,9,0,0,0,0,75.0,0,0
3,0,1,0,1,0,1,117,6,1,0,0,0,128.7,2,0
2,0,1,3,2,0,1,31,12,1,0,0,0,120.7,4,0
1,0,2,0,1,0,4,2,10,3,1,0,1,94.0,0,0
2,0,2,3,1,0,2,73,3,1,0,0,0,72.12,1,1
1,0,1,0,1,0,1,39,9,1,0,0,0,129.7,0,0
2,0,1,2,1,0,1,86,5,0,0,0,0,65.0,1,0
4,0,2,1,1,0,7,21,7,1,0,0,0,299.33,0,1
2,0,0,1,1,0,1,20,1,1,0,0,0,87.0,0,0
1,0,0,1,1,0,1,68,12,2,0,0,0,65.0,1,0
2,0,1,4,0,0,1,74,8,0,0,0,0,72.25,0,0
2,0,0,4,1,0,4,88,7,0,0,0,0,87.3,0,0
2,0,2,3,1,0,1,33,9,0,0,0,0,57.92,1,0
2,0,0,4,1,0,1,217,5,1,0,0,0,90.1,2,1
1,0,1,2,1,0,1,114,7,0,0,0,0,75.0,0,1
2,0,0,3,1,0,1,138,5,1,0,0,0,105.9,1,0
1,0,0,1,1,0,1,13,2,1,0,0,0,85.0,0,0
1,0,0,2,1,0,1,32,11,0,0,0,0,73.0,0,0
2,0,2,5,1,0,5,50,2,0,0,0,0,12.0,0,1
1,0,2,1,1,0,1,116,2,0,0,0,0,61.0,0,1
2,0,0,2,1,1,1,4,9,1,0,0,0,124.0,1,0
1,0,1,0,0,0,1,35,9,1,0,0,0,99.0,0,1
2,1,0,3,1,0,1,103,10,1,0,0,0,135.0,1,0
2,0,1,5,1,0,4,123,9,1,0,0,0,143.1,1,1
2,0,2,5,1,0,1,119,9,0,0,0,0,80.75,1,0
3,0,1,2,1,0,4,65,4,1,0,0,0,137.7,1,0
2,0,2,1,1,0,1,6,8,0,0,0,0,85.0,0,0
2,0,1,3,1,0,1,83,3,1,0,0,0,70.03,1,0
1,0,2,2,1,0,1,163,6,0,0,0,0,100.0,0,1
3,0,0,2,1,0,4,21,6,1,0,0,0,157.0,0,1
2,0,2,1,1,0,1,102,12,1,0,0,0,72.25,0,1
2,0,0,1,1,0,1,218,8,1,0,0,0,96.3,1,1
2,0,1,2,0,0,1,43,3,1,0,0,0,116.1,0,0
2,0,0,2,1,0,1,32,11,0,0,0,0,85.0,0,0
1,0,0,3,1,0,1,34,12,2,0,0,0,80.0,0,0
2,0,2,3,1,0,1,256,10,1,0,0,0,100.75,0,1
2,1,3,5,1,0,4,101,8,1,0,0,0,148.9,1,0
2,0,0,1,1,0,1,0,8,1,0,0,0,90.0,0,0
3,0,1,1,1,0,4,125,8,1,0,0,0,137.7,1,1
3,0,0,3,1,0,4,120,6,1,0,0,0,159.3,1,1
2,1,0,2,1,0,4,2,12,1,0,0,0,97.0,2,0
2,0,1,2,1,0,1,273,5,0,0,0,0,95.0,0,1
2,0,0,2,0,0,1,3,6,1,0,0,0,118.0,1,0
1,0,0,1,1,0,1,0,5,1,0,0,0,135.0,0,1
2,1,1,2,1,0,1,29,3,1,0,0,0,104.73,0,1
1,0,0,2,1,0,1,181,10,0,0,0,0,120.0,0,1
1,0,0,2,1,0,1,8,2,0,0,0,0,72.0,0,0
2,0,1,3,1,0,1,113,6,0,0,0,0,85.0,0,1
2,0,1,3,1,0,1,157,7,0,0,0,0,72.25,0,0
2,0,2,4,1,0,1,167,8,0,0,0,0,72.25,0,0
2,0,2,0,2,0,1,386,10,0,0,0,0,115.0,1,1
2,0,1,3,0,0,1,68,11,1,0,0,0,75.9,2,0
2,0,1,4,1,0,4,105,1,0,0,0,0,84.0,0,0
2,0,2,2,1,0,2,39,1,1,0,0,0,91.13,0,0
2,0,2,5,1,0,1,139,8,1,0,0,0,98.87,1,0
1,0,1,2,0,0,1,49,11,1,0,0,0,161.1,0,1
1,0,1,1,1,0,1,5,10,1,0,0,0,158.0,0,0
1,1,1,3,0,0,1,116,10,1,0,0,0,87.08,1,0
2,0,2,2,1,0,1,77,3,1,0,0,0,78.2,1,0
2,0,0,3,1,0,4,43,4,1,0,0,0,126.6,0,0
2,0,0,2,2,0,1,74,9,0,0,0,0,101.5,0,0
2,0,1,1,1,0,1,0,9,0,0,0,0,99.2,0,0
2,0,0,1,1,0,1,92,11,0,0,0,0,90.0,0,0
2,0,0,1,1,0,1,22,8,0,0,0,0,75.0,0,0
2,0,0,4,1,0,1,168,10,0,0,0,0,82.28,0,1
2,0,2,3,1,0,4,90,3,1,0,0,0,84.45,0,0
1,0,1,0,1,0,1,1,2,1,0,0,0,92.0,1,0
2,0,1,3,1,0,1,123,6,1,0,0,0,99.45,0,1
2,0,0,1,1,0,1,1,8,1,0,0,0,140.0,1,0
2,0,1,0,0,0,1,180,11,1,0,0,0,54.75,2,0
2,0,2,4,1,0,4,82,4,1,0,0,0,99.45,1,0
2,0,0,2,1,0,1,31,6,1,0,0,0,110.7,1,1
2,0,1,0,0,0,1,18,11,1,0,0,0,88.0,2,0
2,0,1,2,1,0,1,0,6,0,0,0,0,80.75,0,0
1,0,0,2,2,0,1,74,9,1,0,0,0,0.0,0,0
2,0,0,1,1,0,1,5,3,1,0,0,0,101.0,0,1
2,0,2,1,1,0,1,18,10,1,0,0,0,140.0,1,1
2,0,2,0,1,0,1,5,9,2,1,1,0,100.0,0,0
2,0,0,3,1,0,1,40,12,0,0,0,0,118.0,1,0
1,0,2,2,1,0,4,81,11,1,0,0,0,146.6,1,0
2,0,0,1,0,0,1,110,10,1,0,0,0,108.0,1,1
2,0,2,0,1,0,1,61,10,0,0,0,0,91.0,0,0
2,0,1,0,0,1,1,54,2,1,0,0,0,87.5,0,0
1,0,2,1,1,0,1,34,10,2,0,0,0,65.0,0,0
1,0,1,1,2,0,1,247,6,0,0,0,0,90.0,0,0
2,0,0,3,0,0,1,29,1,1,0,0,0,72.0,1,0
1,0,0,1,1,0,1,1,8,1,0,0,0,115.0,1,0
2,0,1,3,1,0,1,36,11,1,0,0,0,88.4,2,0
1,0,4,10,1,0,1,26,12,1,0,0,0,74.8,0,1
2,0,1,1,1,0,1,53,11,1,0,0,0,93.6,0,1
2,0,0,1,0,0,1,13,9,2,0,0,0,100.0,1,0
2,0,2,0,2,0,1,75,10,0,0,0,0,105.0,0,1
1,0,0,1,2,1,1,3,4,4,1,0,5,0.0,0,0
2,0,2,3,1,0,1,256,10,1,0,0,0,100.75,0,1
1,0,1,0,0,0,1,5,9,1,0,0,0,149.0,2,0
2,0,0,2,2,0,1,292,7,0,0,0,0,115.0,0,1
3,0,0,1,1,0,4,25,4,1,0,0,0,186.0,2,0
2,0,1,2,1,0,1,290,6,0,0,0,0,72.0,0,1
2,0,0,3,1,0,4,106,8,1,0,0,0,131.4,2,0
2,0,0,2,2,0,1,377,10,0,0,0,0,115.0,1,1
1,0,1,1,1,0,4,32,10,1,0,0,0,136.0,1,0
2,0,2,1,1,0,1,40,2,1,0,0,0,62.29,2,0
2,0,1,1,1,0,1,33,1,2,0,0,0,64.0,0,0
2,0,0,1,1,0,1,105,4,0,0,0,0,75.0,0,1
2,0,0,3,1,0,1,133,4,0,0,0,0,80.0,0,0
2,0,0,1,1,0,1,56,6,0,0,0,0,120.0,0,0
2,0,0,1,1,0,1,1,1,1,0,0,0,89.0,0,0
1,0,1,0,1,0,1,25,9,1,0,0,0,108.0,0,1
2,0,0,1,1,0,4,79,4,1,0,0,0,109.8,1,0
2,0,1,0,1,0,1,1,6,1,0,0,0,109.0,1,0
2,0,0,2,1,0,4,27,6,1,0,0,0,166.0,0,1
2,0,0,1,2,0,1,55,4,0,0,0,0,104.0,0,0
2,0,0,1,0,0,1,25,9,1,0,0,0,106.2,0,1
2,1,2,2,1,0,1,41,8,1,0,0,0,152.1,2,0
1,0,1,1,1,0,4,6,10,1,0,0,0,152.0,0,0
2,0,0,2,1,0,1,211,5,0,0,0,0,100.0,0,1
2,0,0,1,1,0,1,41,12,0,0,0,0,65.0,0,0
2,0,2,1,1,0,4,67,9,1,0,0,0,149.4,1,0
2,1,1,2,2,0,1,62,12,1,0,0,0,120.88,1,0
2,0,2,2,1,0,4,68,11,1,0,0,0,74.61,1,0
2,0,1,3,0,0,1,147,8,1,0,0,0,97.75,0,1
2,0,2,2,1,0,1,83,5,0,0,0,0,75.0,1,0
1,0,2,3,1,0,1,90,3,1,0,0,0,74.95,0,0
2,0,1,2,1,0,4,29,8,1,0,0,0,150.8,1,0
1,0,0,2,1,0,1,7,10,0,0,0,0,125.0,0,0
1,0,0,1,1,0,1,2,4,1,0,0,0,81.62,1,0
1,0,1,0,1,0,1,0,10,2,0,0,0,65.0,0,0
2,0,2,2,1,0,1,64,2,1,0,0,0,73.95,0,1
2,0,1,2,1,0,1,9,2,0,0,0,0,66.0,0,0
2,0,2,1,2,0,1,117,8,0,0,0,0,94.5,0,1
2,0,2,5,1,0,1,31,10,1,0,0,0,102.99,2,1
2,0,1,1,1,0,1,30,5,1,0,0,0,117.9,1,0
2,0,2,2,1,0,4,33,4,1,0,0,0,140.4,1,0
2,0,0,2,1,0,1,17,3,2,0,0,0,80.0,1,0
2,0,0,1,1,0,4,1,5,1,0,0,0,176.0,1,0
2,0,0,3,1,0,1,71,7,0,0,0,0,85.0,0,0
2,0,0,1,1,0,1,17,8,1,0,0,0,90.0,1,0
2,0,1,3,1,0,1,285,10,0,0,0,0,100.0,0,1
2,0,2,6,1,0,1,4,9,1,0,0,0,132.13,0,0
2,0,0,1,1,0,1,27,5,0,0,0,0,112.8,0,0
3,0,2,5,1,0,4,58,9,1,0,0,0,153.77,0,0
2,0,2,3,1,0,1,47,11,1,0,0,0,89.08,1,0
2,0,2,5,1,0,1,189,10,0,0,0,0,72.76,0,0
1,0,2,7,1,0,1,7,7,4,0,0,0,0.0,1,0
2,0,1,2,1,0,1,78,3,0,0,0,0,100.0,0,1
1,0,0,1,1,0,2,16,3,1,0,0,0,103.0,1,0
2,0,0,2,1,0,1,44,12,1,0,0,0,98.8,0,1
2,0,1,1,1,0,1,5,9,1,0,0,0,135.5,0,0
2,0,1,4,2,0,2,34,10,0,0,0,0,111.96,0,0
2,0,2,3,0,0,1,4,9,1,1,1,0,133.0,1,0
2,0,0,3,1,0,4,11,6,2,0,0,0,90.0,0,1
2,0,0,2,1,0,1,6,3,1,0,0,0,118.0,0,1
2,0,2,2,1,0,4,36,12,1,0,0,0,96.9,0,0
2,0,1,1,1,0,1,5,11,1,0,0,0,94.0,1,0
2,0,0,3,1,0,1,304,11,0,0,0,0,89.0,0,1
2,0,2,2,1,0,1,134,12,0,0,0,0,65.0,0,0
2,0,2,1,1,0,4,43,2,1,0,0,0,87.97,0,0
2,0,2,3,1,0,4,23,4,1,0,0,0,125.2,1,0
1,0,0,2,1,0,1,103,4,0,0,0,0,115.0,0,1
2,0,0,1,1,0,4,10,8,4,0,0,0,0.0,2,0
2,0,0,3,1,0,4,78,9,1,0,0,0,149.4,1,0
2,0,1,1,1,0,1,275,6,0,0,0,0,62.8,0,1
2,2,2,1,1,0,6,83,2,0,0,0,0,129.5,0,0
2,0,1,1,1,0,1,158,10,1,0,0,0,89.25,1,0
2,0,0,1,0,0,1,0,8,1,0,0,0,81.0,0,0
1,0,0,2,1,0,4,41,10,1,0,0,0,107.41,1,0
2,0,0,2,2,0,1,102,10,0,0,0,0,101.5,0,1
3,0,0,3,1,0,4,36,3,1,0,0,0,117.3,1,0
2,0,0,1,1,0,1,105,4,0,0,0,0,75.0,0,1
2,1,1,3,1,0,1,59,4,0,0,0,0,93.08,1,0
2,2,0,1,1,0,6,4,4,1,0,0,0,211.0,2,0
2,0,0,3,0,0,1,22,10,1,0,0,0,87.78,2,0
2,0,1,2,0,0,1,15,4,1,0,0,0,106.33,0,1
2,0,0,2,2,0,1,102,10,0,0,0,0,101.5,0,1
1,0,0,3,1,0,1,151,1,0,0,0,0,80.0,0,0
2,0,0,2,2,0,1,39,8,0,0,0,0,101.5,0,0
1,0,1,2,1,0,5,269,11,2,0,0,0,106.0,0,1
2,0,0,2,1,0,5,32,11,4,0,0,0,75.0,1,0
2,0,0,1,0,0,1,86,4,1,0,0,0,85.5,1,0
2,2,1,3,1,0,6,58,4,1,0,0,0,167.45,0,1
2,2,0,2,1,0,6,18,5,1,0,0,0,221.0,1,0
3,0,2,1,2,0,1,1,8,0,0,0,0,138.5,1,0
2,0,0,3,1,1,1,228,8,1,0,0,0,118.9,1,1
2,0,0,1,1,0,1,92,11,0,0,0,0,90.0,0,0
1,0,0,1,1,0,1,15,12,0,0,0,0,60.0,0,0
2,0,2,0,0,0,1,54,7,1,0,0,0,103.5,0,1
1,0,0,1,1,0,1,0,2,2,0,0,0,80.0,0,0
2,0,0,1,0,0,1,133,8,1,0,0,0,94.5,0,1
2,0,1,4,1,0,1,148,12,0,0,0,0,67.0,0,0
3,0,2,1,1,0,4,108,7,1,0,0,0,137.7,0,1
2,2,2,2,1,0,6,88,4,1,0,0,0,150.45,2,0
2,0,0,4,1,0,1,69,4,1,0,0,0,99.45,2,0
1,0,2,0,1,0,1,0,10,1,0,0,0,88.94,0,0
2,0,0,2,2,0,1,30,9,0,0,0,0,121.0,0,0
2,0,1,2,1,0,4,69,4,1,0,0,0,118.8,0,1
2,0,2,0,1,0,1,5,9,2,1,1,0,100.0,0,0
2,2,4,6,1,0,6,7,6,1,0,0,0,213.0,0,1
2,0,2,2,1,0,1,35,1,0,0,0,0,58.0,1,0
2,0,1,0,0,0,1,1,2,1,0,0,0,79.0,0,1
2,0,2,4,1,0,4,45,4,1,0,0,0,113.62,0,1
2,1,1,3,1,0,1,217,9,1,0,0,0,119.85,2,1
2,0,0,3,1,0,1,35,10,0,0,0,0,85.0,0,0
1,0,2,4,1,0,1,245,7,0,0,0,0,110.0,0,1
1,0,0,1,1,0,1,21,10,0,0,0,0,77.0,1,0
2,0,0,3,0,0,1,0,8,1,0,0,0,129.0,3,0
2,0,1,3,1,0,4,45,11,0,0,0,0,60.0,0,0
2,0,0,2,1,0,4,27,6,1,0,0,0,120.12,1,0
2,0,1,1,1,0,1,89,5,1,0,0,0,126.9,0,1
1,0,1,0,1,1,1,3,9,2,1,0,2,67.0,0,0
1,0,1,1,0,0,1,3,6,0,0,0,0,124.0,0,0
2,0,1,1,1,0,1,275,6,0,0,0,0,62.8,0,1
1,0,1,0,1,0,1,111,10,0,0,0,0,120.0,0,1
3,0,1,4,1,0,4,39,4,1,0,0,0,139.5,0,1
2,2,2,3,1,0,7,13,10,1,0,0,0,235.94,0,1
2,0,1,3,1,0,1,219,10,1,0,0,0,102.85,1,1
2,0,0,3,1,0,1,15,12,1,0,0,0,106.33,0,0
2,0,0,2,1,0,1,322,12,0,0,0,0,52.0,0,0
2,1,2,1,1,0,1,68,7,1,0,0,0,121.5,2,0
2,0,2,3,1,0,1,48,1,0,0,0,0,60.0,1,0
2,0,0,3,1,0,1,176,9,0,0,0,0,125.1,0,1
2,0,2,1,1,0,1,37,10,1,0,0,0,112.68,1,0
1,0,0,1,0,0,1,14,11,1,0,0,0,109.0,1,0
1,0,0,2,2,0,1,346,9,0,0,0,0,90.0,0,0
2,0,2,2,0,0,1,42,12,1,0,0,0,74.8,1,0
2,1,1,2,1,1,1,81,7,1,0,0,0,130.5,2,0
2,0,0,0,1,0,1,1,6,1,0,0,0,0.0,0,0
1,0,0,1,0,0,1,8,4,1,0,0,0,64.68,1,0
2,0,1,2,2,0,1,418,9,0,0,0,0,107.0,0,1
1,0,1,0,0,0,5,3,9,1,0,0,0,195.0,0,0
3,0,1,1,1,0,1,2,7,2,0,0,0,85.0,1,0
1,0,0,1,1,0,1,5,5,2,1,1,9,65.0,0,0
2,0,0,3,1,0,1,164,8,1,0,0,0,76.46,0,1
2,0,1,0,1,0,4,57,6,1,0,0,0,87.32,1,0
2,0,2,0,0,0,1,3,6,1,0,0,0,113.0,2,0
2,0,0,4,2,0,1,323,5,0,0,0,0,112.0,1,1
2,0,1,2,1,0,1,50,11,1,0,0,0,93.6,2,0
1,0,6,14,1,0,1,29,2,1,0,0,0,70.91,0,1
1,0,1,0,1,0,1,34,1,2,0,0,0,66.0,0,0
3,0,1,3,1,0,4,48,4,1,0,0,0,130.05,0,1
2,1,2,2,1,0,1,65,9,1,0,0,0,114.3,3,0
2,0,0,2,1,0,1,70,6,0,0,0,0,100.0,0,0
2,2,1,4,1,0,6,138,7,1,0,0,0,169.15,0,1
1,0,0,1,1,0,1,9,9,1,0,0,0,95.0,2,0
2,0,1,1,1,0,1,39,2,1,0,0,0,80.1,0,1
2,0,2,3,0,0,1,8,10,1,0,0,0,136.0,1,1
2,0,1,2,1,0,1,65,4,1,0,0,0,67.81,1,0
2,0,0,4,1,0,4,133,5,1,0,0,0,116.95,0,1
2,0,0,2,2,0,1,377,10,0,0,0,0,115.0,1,1
2,0,0,2,0,0,1,18,6,1,0,0,0,129.0,0,0
1,0,0,3,1,0,1,1,9,2,0,0,0,90.0,0,0
2,0,1,1,0,0,1,238,12,1,0,0,0,78.3,0,1
2,0,0,3,1,0,4,40,5,1,0,0,0,140.4,0,0
2,0,0,1,1,0,1,0,4,1,0,0,0,69.99,0,0
2,0,0,1,1,0,1,2,2,1,0,0,0,93.0,1,0
2,0,2,0,0,0,1,10,1,1,0,0,0,75.0,1,0
2,1,1,1,1,0,1,6,8,1,0,0,0,171.0,1,0
2,0,1,3,1,0,1,34,3,1,0,0,0,124.65,0,1
2,0,0,2,1,0,4,145,8,1,0,0,0,123.3,2,0
2,0,2,1,1,0,1,41,8,0,0,0,0,76.5,0,0
1,0,2,4,1,0,1,69,6,0,0,0,0,120.0,0,1
2,0,0,3,1,0,1,5,2,0,0,0,0,64.0,0,0
2,0,1,2,0,0,1,5,8,1,0,0,0,96.76,1,0
3,0,0,2,1,0,4,16,7,1,0,0,0,187.0,3,0
1,0,1,1,1,0,1,10,7,2,1,1,15,65.0,1,0
2,0,0,2,2,0,1,265,6,0,0,0,0,115.0,1,1
2,0,1,3,2,0,1,13,2,1,0,0,0,114.55,0,0
2,0,0,2,1,0,1,28,9,1,0,0,0,131.0,2,0
2,0,0,5,1,0,4,48,5,1,0,0,0,140.4,1,0
1,0,0,1,1,0,1,99,2,2,0,0,0,81.0,0,0
2,0,1,2,1,0,1,224,10,0,0,0,0,65.0,0,0
2,0,2,9,1,0,1,9,1,1,0,0,0,88.27,0,0
3,0,2,2,1,0,4,117,10,1,0,0,0,123.3,2,0
2,0,2,1,1,0,1,149,6,0,0,0,0,80.75,1,0
1,0,2,0,1,0,1,0,9,4,0,0,0,0.0,0,0
2,0,1,2,1,0,1,305,11,0,0,0,0,89.0,0,1
2,0,1,1,1,0,1,77,4,1,0,0,0,96.3,1,0
2,0,1,0,1,0,1,25,4,1,0,0,0,101.0,1,0
2,0,2,2,1,0,1,18,9,1,0,0,0,116.75,1,1
2,0,0,1,1,0,1,180,10,0,0,0,0,70.0,0,1
2,0,0,1,0,1,1,8,9,1,0,0,0,158.0,2,0
1,0,0,2,2,0,4,80,10,0,0,0,0,108.0,0,0
2,1,0,3,1,0,1,51,12,1,0,0,0,109.8,2,0
2,0,0,2,1,0,1,79,11,0,0,0,0,75.0,0,0
2,0,1,0,1,0,1,12,10,0,0,0,0,72.0,0,0
2,1,2,0,1,0,4,6,8,0,0,0,0,120.5,0,0
1,0,0,1,1,0,1,4,3,2,1,3,2,40.0,1,0
2,0,2,5,1,0,4,76,7,0,0,0,0,82.45,0,0
2,0,0,1,1,0,1,0,10,1,0,0,0,126.0,2,0
2,0,0,2,2,0,1,265,6,0,0,0,0,115.0,1,1
2,0,2,3,1,0,1,114,4,0,0,0,0,80.75,0,0
2,0,2,5,1,0,1,205,6,0,0,0,0,80.24,0,1
2,0,2,2,1,0,1,4,7,0,0,0,0,72.25,0,1
2,0,0,2,2,0,1,39,8,0,0,0,0,101.5,0,0
2,0,1,3,0,0,1,127,5,1,0,0,0,89.25,1,1
2,0,0,1,1,0,4,58,7,0,0,0,0,87.3,0,0
2,0,1,2,1,0,1,168,4,0,0,0,0,85.0,0,1
3,0,0,1,1,0,4,157,10,0,0,0,0,133.6,0,1
2,0,0,3,1,0,1,50,1,0,0,0,0,52.0,1,0
1,0,0,1,1,0,1,0,5,2,0,0,0,163.18,0,1
1,0,0,2,1,0,4,8,10,3,0,0,0,110.0,0,0
1,0,2,1,0,0,1,9,11,1,0,0,0,75.0,1,0
2,0,2,1,1,0,2,2,1,1,0,0,0,78.52,0,0
2,0,1,4,1,0,1,275,10,0,0,0,0,90.0,0,1
2,0,1,2,1,0,1,57,6,0,0,0,0,90.67,1,0
2,0,0,1,1,0,2,47,2,1,0,0,0,69.53,0,0
3,0,2,1,1,0,1,58,4,0,0,0,0,105.0,1,0
2,0,1,3,1,0,6,5,8,1,0,0,0,155.25,1,0
1,0,0,2,0,0,1,33,5,1,0,0,0,111.6,1,0
2,0,1,2,0,0,1,151,8,1,0,0,0,100.5,1,1
2,0,1,2,1,1,4,62,9,1,0,0,0,124.5,2,0
2,0,0,1,1,0,4,2,8,1,0,0,0,185.0,2,0
2,0,2,1,1,0,1,24,10,0,0,0,0,95.0,1,0
2,1,0,2,1,0,1,141,9,1,0,0,0,147.6,1,0
1,0,0,2,2,0,1,8,8,0,0,0,0,87.0,0,0
1,0,0,3,1,0,1,113,5,2,0,0,0,100.0,0,1
1,0,1,2,1,0,1,3,5,0,0,0,0,92.7,0,0
2,0,1,3,1,0,1,4,11,1,0,0,0,87.78,0,0
2,0,0,4,1,0,6,2,6,1,0,0,0,214.0,0,1
2,0,2,4,2,0,4,8,6,1,0,0,0,204.0,1,0
2,0,1,3,1,0,1,226,9,0,0,0,0,80.75,1,0
1,0,0,1,1,0,1,99,2,2,0,0,0,81.0,0,0
2,0,0,1,1,0,1,26,6,0,0,0,0,120.0,0,0
3,0,0,4,1,0,4,100,8,1,0,0,0,150.3,0,1
2,0,1,1,0,0,1,33,5,1,0,0,0,104.49,0,1
1,0,0,3,1,0,1,14,9,1,0,0,0,114.0,1,0
1,0,0,2,2,0,1,286,9,0,0,0,0,91.0,0,0
2,0,1,2,1,0,1,135,9,0,0,0,0,90.0,0,1
2,0,0,3,1,0,4,40,5,1,0,0,0,140.4,0,0
2,0,2,4,1,0,1,6,9,1,0,0,0,134.83,1,0
2,0,0,1,1,0,1,14,5,0,0,0,0,73.0,0,0
2,0,0,3,1,0,4,72,4,1,0,0,0,118.8,0,1
2,0,1,4,1,0,4,20,12,1,0,0,0,96.9,2,0
1,0,1,0,1,0,1,8,11,1,0,0,0,103.0,2,0
2,0,2,4,1,0,1,69,9,1,0,0,0,97.33,1,1
2,0,1,1,0,0,1,91,4,1,0,0,0,58.9,1,0
3,0,2,6,1,0,4,121,7,1,0,0,0,132.18,2,0
2,0,0,1,0,0,1,119,6,1,0,0,0,85.5,0,1
2,0,0,0,1,0,1,256,9,1,0,0,0,0.0,0,1
1,0,1,2,1,0,1,45,11,1,0,0,0,90.0,2,0
1,0,1,0,1,0,1,92,8,1,0,0,0,112.5,2,0
1,0,1,0,1,0,1,3,11,2,0,0,0,65.0,0,0
2,0,2,1,2,0,4,18,9,1,0,0,0,137.57,1,0
2,0,0,3,1,0,2,179,8,1,0,0,0,88.76,0,1
2,0,1,2,1,0,1,42,3,0,0,0,0,63.0,0,1
2,1,2,8,1,0,7,45,3,1,0,0,0,217.75,3,0
2,0,1,2,1,0,1,93,8,1,0,0,0,117.9,2,1
2,0,0,2,1,1,1,266,12,1,0,0,0,96.3,1,0
1,0,1,0,1,0,1,0,3,2,1,0,12,65.0,1,0
2,0,0,4,2,0,1,91,5,0,0,0,0,105.0,0,0
1,0,2,1,2,0,1,3,8,0,0,0,0,36.25,0,0
2,0,0,1,1,1,1,15,9,1,0,0,0,148.0,1,0
2,0,1,0,1,0,1,1,6,1,0,0,0,99.0,1,0
2,0,0,3,1,0,4,143,7,1,0,0,0,121.8,0,1
1,0,1,3,1,0,4,83,10,1,0,0,0,132.3,0,1
2,0,2,3,1,0,4,61,9,1,0,0,0,149.4,1,0
2,0,0,2,1,0,1,17,9,1,0,0,0,114.5,2,0
2,0,2,1,1,0,2,158,4,1,0,0,0,69.92,1,0
1,0,1,0,1,0,1,4,10,1,0,0,0,0.0,1,0
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
2,0,1,2,1,0,1,273,5,0,0,0,0,95.0,0,1
2,0,1,5,1,0,1,5,8,1,0,0,0,90.0,1,0
2,0,0,2,1,0,1,9,9,1,0,0,0,128.5,2,0
1,0,0,2,1,0,1,103,4,0,0,0,0,115.0,0,1
2,2,2,2,2,0,6,15,6,1,0,0,0,278.0,2,0
2,0,1,5,0,0,1,20,9,1,0,0,0,140.33,2,0
2,0,0,4,1,0,1,38,3,1,0,0,0,81.9,1,1
2,0,1,4,1,0,1,117,8,0,0,0,0,72.25,0,1
2,2,0,1,1,0,6,0,9,1,0,0,0,155.0,0,0
2,0,2,5,0,0,1,93,7,1,0,0,0,71.4,1,0
1,0,0,1,0,0,1,8,4,1,0,0,0,89.0,1,0
2,0,0,2,2,0,1,257,7,0,0,0,0,101.5,0,1
1,0,0,3,1,0,1,19,10,0,1,1,0,80.0,0,0
1,0,1,0,1,0,1,5,11,2,1,0,2,65.0,0,0
1,0,0,2,1,0,1,192,6,0,0,0,0,110.0,0,1
3,0,2,3,1,0,1,192,8,0,0,0,0,96.9,1,0
3,1,0,3,1,0,6,38,8,1,0,0,0,199.3,1,0
2,0,2,3,2,1,1,152,8,1,0,0,0,149.25,1,1
1,0,2,5,1,0,1,17,2,1,0,0,0,68.0,1,1
1,0,1,0,1,0,1,6,12,1,0,0,0,88.0,1,0
2,2,0,4,1,0,6,9,5,1,0,0,0,221.0,0,1
1,0,0,2,2,0,1,102,10,0,0,0,0,80.0,0,1
2,0,2,3,1,0,1,39,3,1,0,0,0,81.9,1,1
2,0,1,1,0,0,1,37,4,1,0,0,0,94.5,0,0
2,0,0,1,1,0,1,0,10,4,1,0,31,0.0,4,0
1,0,1,2,1,0,1,50,1,1,0,0,0,72.9,0,1
2,0,0,4,1,0,1,133,8,1,0,0,0,114.3,0,1
2,0,0,1,0,0,1,41,10,1,0,0,0,109.0,2,0
1,0,0,1,1,0,1,1,1,2,1,0,1,65.0,1,0
1,0,1,0,1,0,1,12,10,0,0,0,0,72.0,0,0
2,0,1,2,1,0,1,100,3,0,0,0,0,38.67,0,0
2,0,2,0,2,0,1,386,10,0,0,0,0,115.0,1,1
2,0,1,2,1,0,1,106,10,1,0,0,0,118.8,1,1
2,0,0,5,2,0,1,230,9,0,0,0,0,137.0,0,1
2,0,0,5,1,0,4,50,10,1,0,0,0,124.0,1,0
2,0,0,2,1,0,1,59,11,1,0,0,0,93.6,0,1
2,0,2,1,1,0,1,63,3,1,0,0,0,80.3,0,0
2,0,2,3,1,0,1,61,3,1,0,0,0,79.36,1,0
1,0,1,2,1,0,1,114,7,0,0,0,0,75.0,0,1
2,0,0,2,0,0,1,37,10,1,0,0,0,109.0,1,0
2,0,0,2,1,0,1,177,6,0,0,0,0,100.0,0,1
